WP_004103231.1	WP_103078807.1	4.05e-18	72.4	37.584	149	95	150	3	146	WP_103078807.1
WP_012207857.1	WP_103076615.1	0.0	916	98.458	454	100	454	1	454	WP_103076615.1
WP_012207858.1	WP_103076614.1	0.0	522	96.604	265	100	265	1	265	WP_103076614.1
WP_012207859.1	WP_103076613.1	1.07e-83	236	97.500	120	100	120	1	120	WP_103076613.1
WP_012207861.1	WP_103078767.1	8.97e-43	129	88.571	70	100	70	1	70	WP_103078767.1
WP_012207862.1	WP_103078766.1	7.32e-162	443	94.515	237	100	237	1	237	WP_103078766.1
WP_012207864.1	WP_103078764.1	0.0	605	90.769	325	100	325	1	325	WP_103078764.1
WP_012207865.1	WP_103078763.1	8.22e-165	452	89.157	249	100	249	1	249	WP_103078763.1
WP_012207866.1	WP_103078762.1	1.51e-33	105	93.846	65	100	65	1	65	WP_103078762.1
WP_012207867.1	WP_103078761.1	8.46e-130	358	92.432	185	100	185	1	185	WP_103078761.1
WP_012207868.1	WP_103078760.1	0.0	874	92.662	477	100	477	1	477	WP_103078760.1
WP_012207868.1	WP_211286448.1	1.80e-34	130	28.696	460	91	435	1	441	WP_211286448.1
WP_012207868.1	WP_103079075.1	2.93e-32	124	24.256	437	91	437	4	438	WP_103079075.1
WP_012207869.1	WP_103078759.1	3.97e-96	270	85.714	154	100	154	1	154	WP_103078759.1
WP_012207869.1	WP_103079501.1	5.08e-10	51.2	28.571	154	96	152	15	164	WP_103079501.1
WP_012207869.1	WP_103077986.1	0.26	26.9	22.156	167	90	139	156	321	WP_103077986.1
WP_012207870.1	WP_211286448.1	0.0	833	90.508	453	100	453	1	453	WP_211286448.1
WP_012207870.1	WP_103079075.1	1.94e-30	118	25.908	413	90	409	10	406	WP_103079075.1
WP_012207870.1	WP_103078760.1	1.70e-26	107	27.938	451	97	441	6	435	WP_103078760.1
WP_012207870.1	WP_103078054.1	1.16e-13	68.6	23.297	455	97	447	2	437	WP_103078054.1
WP_012207871.1	WP_103078758.1	4.41e-97	272	95.172	145	100	145	1	145	WP_103078758.1
WP_012207871.1	WP_103078759.1	7.92e-05	36.6	25.874	143	92	134	5	138	WP_103078759.1
WP_012207872.1	WP_103078757.1	0.0	923	84.810	553	100	553	1	553	WP_103078757.1
WP_012207873.1	WP_103078756.1	0.0	1216	90.671	686	100	686	1	686	WP_103078756.1
WP_012207874.1	WP_103078755.1	1.55e-179	490	95.455	264	99	264	1	264	WP_103078755.1
