WP_004103231.1	WP_014297097.1	5.65e-16	67.0	39.416	137	88	139	3	135	WP_014297097.1
WP_005584884.1	WP_014296087.1	1.52e-43	135	56.897	116	93	122	9	124	WP_014296087.1
WP_012207857.1	WP_014295533.1	0.0	525	55.211	451	99	451	1	448	WP_014295533.1
WP_012207861.1	WP_014296636.1	1.6	22.7	34.921	63	86	62	61	119	WP_014296636.1
WP_012207864.1	WP_014297178.1	3.14e-150	421	68.627	306	94	325	19	323	WP_014297178.1
WP_012207864.1	WP_014296040.1	6.31e-13	64.7	24.925	333	98	319	1	322	WP_014296040.1
WP_012207864.1	WP_014296043.1	1.09e-11	60.8	25.087	287	84	274	1	277	WP_014296043.1
WP_012207865.1	WP_014296785.1	4.08e-108	308	63.485	241	97	245	2	240	WP_014296785.1
WP_012207866.1	WP_014296783.1	1.84e-32	102	73.846	65	100	65	1	65	WP_014296783.1
WP_012207866.1	WP_014296782.1	3.02e-24	82.4	69.231	65	100	65	1	65	WP_014296782.1
WP_012207866.1	WP_014296015.1	5.7	20.8	22.222	54	83	62	157	209	WP_014296015.1
WP_012207867.1	WP_014295764.1	2.78e-72	213	62.703	185	100	185	1	185	WP_014295764.1
WP_012207868.1	WP_014296882.1	2.33e-35	133	25.175	429	87	436	29	446	WP_014296882.1
WP_012207870.1	WP_014296882.1	1.25e-30	119	25.629	437	95	449	29	453	WP_014296882.1
WP_012207871.1	WP_014295656.1	3.29e-47	146	53.571	140	97	140	1	140	WP_014295656.1
WP_012207871.1	WP_014296140.1	8.61e-11	52.8	25.833	120	80	125	5	124	WP_014296140.1
WP_012207872.1	WP_014295655.1	9.04e-50	176	26.795	571	99	550	7	563	WP_014295655.1
WP_012207874.1	WP_014295653.1	7.32e-64	197	42.105	266	98	264	5	263	WP_014295653.1
WP_012207875.1	WP_014295652.1	3.11e-35	123	30.233	258	100	257	4	260	WP_014295652.1
WP_012207876.1	WP_014295651.1	1.04e-43	142	42.584	209	98	203	1	208	WP_014295651.1
WP_012207876.1	WP_014296042.1	2.3	25.0	23.041	217	91	201	123	328	WP_014296042.1
WP_012207877.1	WP_014297019.1	1.99e-29	103	38.122	181	100	171	1	179	WP_014297019.1
WP_012207879.1	WP_014297021.1	7.37e-126	367	47.017	419	99	419	1	419	WP_014297021.1
WP_012207881.1	WP_014297516.1	2.00e-16	74.7	28.030	264	84	292	93	343	WP_014297516.1
WP_012207883.1	WP_014296504.1	9.38e-16	74.3	26.146	371	87	401	42	389	WP_014296504.1
WP_012207883.1	WP_014296591.1	5.12e-12	63.2	24.523	367	83	344	1	353	WP_014296591.1
WP_012207883.1	WP_014295591.1	2.25e-10	57.8	23.913	414	94	412	31	423	WP_014295591.1
WP_012207883.1	WP_014296909.1	2.29e-10	57.8	22.529	435	99	410	1	397	WP_014296909.1
WP_012207884.1	WP_014296290.1	1.34e-52	170	36.806	288	95	293	2	284	WP_014296290.1
WP_012207884.1	WP_014296503.1	1.29e-39	136	34.343	297	98	295	1	287	WP_014296503.1
WP_012207884.1	WP_014296323.1	3.14e-34	122	34.892	278	93	295	17	285	WP_014296323.1
WP_012207884.1	WP_014297501.1	3.21e-29	109	31.373	255	80	294	53	301	WP_014297501.1
WP_012207884.1	WP_014296590.1	1.86e-28	107	28.470	281	93	296	12	285	WP_014296590.1
WP_012207884.1	WP_014296934.1	1.71e-15	72.8	24.333	300	96	300	17	293	WP_014296934.1
WP_012207885.1	WP_014296502.1	8.99e-49	163	37.959	245	84	283	172	411	WP_014296502.1
WP_012207885.1	WP_014297500.1	2.91e-41	140	32.353	272	96	283	4	271	WP_014297500.1
WP_012207885.1	WP_014296291.1	1.29e-40	138	33.465	254	90	283	25	276	WP_014296291.1
WP_012207885.1	WP_014296324.1	6.12e-39	135	31.385	325	97	282	3	322	WP_014296324.1
WP_012207885.1	WP_014297511.1	9.53e-35	123	27.881	269	92	277	10	268	WP_014297511.1
WP_012207885.1	WP_014296589.1	3.70e-33	119	30.588	255	90	283	30	281	WP_014296589.1
