WP_004103231.1	WP_072864675.1	7.55e-19	74.3	36.765	136	88	139	3	135	WP_072864675.1
WP_005584884.1	WP_072865378.1	8.44e-45	138	56.897	116	93	122	10	125	WP_072865378.1
WP_012207857.1	WP_072864557.1	0.0	513	55.066	454	99	453	1	450	WP_072864557.1
WP_012207861.1	WP_072865224.1	6.3	21.2	25.714	70	87	69	197	262	WP_072865224.1
WP_012207864.1	WP_072862916.1	1.89e-160	447	65.635	323	99	324	3	323	WP_072862916.1
WP_012207864.1	WP_072863826.1	2.80e-17	77.4	26.403	303	87	283	1	295	WP_072863826.1
WP_012207864.1	WP_072865999.1	6.19e-16	73.6	27.160	324	95	319	9	322	WP_072865999.1
WP_012207864.1	WP_072866002.1	1.34e-15	72.4	26.056	284	84	274	1	278	WP_072866002.1
WP_012207864.1	WP_072865111.1	1.86e-05	42.0	24.451	319	83	269	1	311	WP_072865111.1
WP_012207865.1	WP_072864065.1	1.04e-105	302	60.744	242	97	246	2	241	WP_072864065.1
WP_012207866.1	WP_072864080.1	5.38e-32	101	69.231	65	100	65	1	65	WP_072864080.1
WP_012207866.1	WP_072864077.1	9.67e-31	98.6	67.692	65	100	65	1	65	WP_072864077.1
WP_012207867.1	WP_234970297.1	2.06e-82	238	61.622	185	100	185	4	188	WP_234970297.1
WP_012207868.1	WP_072862717.1	1.05e-47	167	29.279	444	91	432	1	439	WP_072862717.1
WP_012207868.1	WP_072862888.1	7.59e-36	134	26.490	453	91	436	4	444	WP_072862888.1
WP_012207869.1	WP_072864635.1	0.13	28.1	26.316	152	91	148	130	270	WP_072864635.1
WP_012207870.1	WP_072862888.1	6.91e-35	131	24.944	449	98	449	11	451	WP_072862888.1
WP_012207870.1	WP_072862717.1	3.36e-32	124	26.593	455	97	439	1	440	WP_072862717.1
WP_012207871.1	WP_072864337.1	4.58e-44	138	52.273	132	91	140	9	140	WP_072864337.1
WP_012207871.1	WP_084670628.1	3.05e-11	53.9	29.496	139	94	140	2	140	WP_084670628.1
WP_012207871.1	WP_072862230.1	1.2	25.0	22.901	131	84	141	75	199	WP_072862230.1
WP_012207872.1	WP_072864335.1	7.74e-53	185	30.389	566	99	550	8	562	WP_072864335.1
WP_012207874.1	WP_072864330.1	2.23e-69	211	44.361	266	98	262	1	261	WP_072864330.1
WP_012207875.1	WP_143148335.1	1.06e-25	98.2	28.448	232	90	231	4	234	WP_143148335.1
WP_012207876.1	WP_072864326.1	2.94e-44	143	44.860	214	100	208	1	212	WP_072864326.1
WP_012207877.1	WP_072862782.1	2.37e-27	97.8	37.107	159	87	171	21	179	WP_072862782.1
WP_012207879.1	WP_072862786.1	2.20e-125	366	46.778	419	99	419	1	419	WP_072862786.1
WP_012207881.1	WP_159429478.1	6.31e-96	282	48.515	303	99	306	2	299	WP_159429478.1
WP_012207881.1	WP_072865438.1	3.70e-10	55.8	23.973	292	92	304	26	299	WP_072865438.1
WP_012207883.1	WP_072863448.1	0.0	514	59.564	413	99	411	1	413	WP_072863448.1
WP_012207883.1	WP_072862543.1	6.52e-36	133	27.902	448	100	413	1	438	WP_072862543.1
WP_012207883.1	WP_072865588.1	1.29e-19	86.3	25.797	345	80	402	64	390	WP_072865588.1
