lcl|NC_010003.1_cds_WP_012207857.1_1	lcl|NZ_AZRM01000025.1_cds_WP_103076615.1_973	0.0	2100	94.436	1366	100	1365	1	1365	lcl|NZ_AZRM01000025.1_cds_WP_103076615.1_973
lcl|NC_010003.1_cds_WP_012207858.1_2	lcl|NZ_AZRM01000025.1_cds_WP_103076614.1_972	0.0	1214	94.110	798	100	798	1	798	lcl|NZ_AZRM01000025.1_cds_WP_103076614.1_972
lcl|NC_010003.1_cds_WP_012207859.1_3	lcl|NZ_AZRM01000025.1_cds_WP_103076613.1_971	1.07e-165	577	95.317	363	100	363	1	363	lcl|NZ_AZRM01000025.1_cds_WP_103076613.1_971
lcl|NC_010003.1_cds_WP_041533977.1_4	lcl|NZ_AZRM01000025.1_cds_WP_211286449.1_970	1.53e-87	316	97.312	186	83	225	184	369	lcl|NZ_AZRM01000025.1_cds_WP_211286449.1_970
lcl|NC_010003.1_cds_WP_012207861.1_5	lcl|NZ_AZRM01000025.1_cds_WP_103078767.1_969	1.46e-82	300	92.019	213	100	213	1	213	lcl|NZ_AZRM01000025.1_cds_WP_103078767.1_969
lcl|NC_010003.1_cds_WP_012207862.1_6	lcl|NZ_AZRM01000025.1_cds_WP_103078766.1_968	0.0	1064	93.557	714	100	714	1	714	lcl|NZ_AZRM01000025.1_cds_WP_103078766.1_968
lcl|NC_010003.1_cds_WP_231282502.1_7	lcl|NZ_AZRM01000025.1_cds_WP_245857182.1_967	0.0	1751	90.888	1306	100	1305	121	1425	lcl|NZ_AZRM01000025.1_cds_WP_245857182.1_967
lcl|NC_010003.1_cds_WP_012207864.1_9	lcl|NZ_AZRM01000025.1_cds_WP_103078764.1_966	0.0	1325	91.104	978	100	978	1	978	lcl|NZ_AZRM01000025.1_cds_WP_103078764.1_966
lcl|NC_010003.1_cds_WP_012207865.1_10	lcl|NZ_AZRM01000025.1_cds_WP_103078763.1_965	0.0	948	89.467	750	100	750	1	750	lcl|NZ_AZRM01000025.1_cds_WP_103078763.1_965
lcl|NC_010003.1_cds_WP_012207866.1_11	lcl|NZ_AZRM01000025.1_cds_WP_103078762.1_964	1.34e-82	300	93.939	198	100	198	1	198	lcl|NZ_AZRM01000025.1_cds_WP_103078762.1_964
lcl|NC_010003.1_cds_WP_012207867.1_12	lcl|NZ_AZRM01000025.1_cds_WP_103078761.1_963	0.0	686	88.869	557	99	557	1	557	lcl|NZ_AZRM01000025.1_cds_WP_103078761.1_963
lcl|NC_010003.1_cds_WP_012207868.1_13	lcl|NZ_AZRM01000025.1_cds_WP_103078760.1_962	0.0	1807	89.400	1434	100	1434	1	1434	lcl|NZ_AZRM01000025.1_cds_WP_103078760.1_962
lcl|NC_010003.1_cds_WP_012207869.1_14	lcl|NZ_AZRM01000025.1_cds_WP_103078759.1_961	6.46e-159	555	88.172	465	100	465	1	465	lcl|NZ_AZRM01000025.1_cds_WP_103078759.1_961
lcl|NC_010003.1_cds_WP_012207870.1_15	lcl|NZ_AZRM01000025.1_cds_WP_211286448.1_960	0.0	1607	88.006	1359	99	1359	1	1359	lcl|NZ_AZRM01000025.1_cds_WP_211286448.1_960
lcl|NC_010003.1_cds_WP_012207871.1_16	lcl|NZ_AZRM01000025.1_cds_WP_103078758.1_959	1.27e-180	627	92.466	438	100	438	1	438	lcl|NZ_AZRM01000025.1_cds_WP_103078758.1_959
lcl|NC_010003.1_cds_WP_012207872.1_17	lcl|NZ_AZRM01000025.1_cds_WP_103078757.1_958	0.0	1967	88.026	1662	100	1662	1	1662	lcl|NZ_AZRM01000025.1_cds_WP_103078757.1_958
lcl|NC_010003.1_cds_WP_012207873.1_18	lcl|NZ_AZRM01000025.1_cds_WP_103078756.1_957	0.0	2732	90.592	2062	100	2061	1	2061	lcl|NZ_AZRM01000025.1_cds_WP_103078756.1_957
lcl|NC_010003.1_cds_WP_012207874.1_19	lcl|NZ_AZRM01000025.1_cds_WP_103078755.1_956	0.0	1085	91.403	791	99	791	1	791	lcl|NZ_AZRM01000025.1_cds_WP_103078755.1_956
lcl|NC_010003.1_cds_WP_012207875.1_20	lcl|NZ_AZRM01000025.1_cds_WP_103078754.1_955	0.0	1053	91.226	775	100	774	1	774	lcl|NZ_AZRM01000025.1_cds_WP_103078754.1_955
lcl|NC_010003.1_cds_WP_012207876.1_21	lcl|NZ_AZRM01000025.1_cds_WP_103078753.1_954	0.0	813	90.096	626	99	626	1	626	lcl|NZ_AZRM01000025.1_cds_WP_103078753.1_954
lcl|NC_010003.1_cds_WP_012207877.1_22	lcl|NZ_AZRM01000025.1_cds_WP_103078752.1_953	0.0	665	90.058	513	99	514	2	514	lcl|NZ_AZRM01000025.1_cds_WP_103078752.1_953
lcl|NC_010003.1_cds_WP_041533978.1_23	lcl|NZ_AZRM01000025.1_cds_WP_103078751.1_952	1.20e-136	481	88.366	404	81	474	2	399	lcl|NZ_AZRM01000025.1_cds_WP_103078751.1_952
lcl|NC_010003.1_cds_WP_012207879.1_24	lcl|NZ_AZRM01000053.1_cds_WP_103079385.1_1709	0.0	1801	92.277	1269	100	1269	1	1269	lcl|NZ_AZRM01000053.1_cds_WP_103079385.1_1709
lcl|NC_010003.1_cds_WP_012207880.1_25	lcl|NZ_AZRM01000053.1_cds_WP_103079386.1_1710	0.0	854	91.479	622	100	621	1	621	lcl|NZ_AZRM01000053.1_cds_WP_103079386.1_1710
lcl|NC_010003.1_cds_WP_012207881.1_26	lcl|NZ_AZRM01000053.1_cds_WP_103079387.1_1711	0.0	1234	90.811	925	99	924	2	924	lcl|NZ_AZRM01000053.1_cds_WP_103079387.1_1711
lcl|NC_010003.1_cds_WP_231282484.1_27	lcl|NZ_AZRM01000053.1_cds_WP_103079388.1_1712	0.0	732	93.996	483	100	483	49	531	lcl|NZ_AZRM01000053.1_cds_WP_103079388.1_1712
lcl|NC_010003.1_cds_WP_012207883.1_28	lcl|NZ_AZRM01000011.1_cds_WP_103078281.1_433	0.0	1692	91.290	1240	99	1240	1	1240	lcl|NZ_AZRM01000011.1_cds_WP_103078281.1_433
lcl|NC_010003.1_cds_WP_012207884.1_29	lcl|NZ_AZRM01000011.1_cds_WP_103078282.1_434	0.0	1341	93.466	903	100	903	1	903	lcl|NZ_AZRM01000011.1_cds_WP_103078282.1_434
lcl|NC_010003.1_cds_WP_012207885.1_30	lcl|NZ_AZRM01000011.1_cds_WP_103078283.1_435	0.0	1242	92.958	852	100	852	1	852	lcl|NZ_AZRM01000011.1_cds_WP_103078283.1_435
lcl|NC_010003.1_cds_WP_012207886.1_31	lcl|NZ_AZRM01000011.1_cds_WP_103078284.1_436	0.0	1729	90.249	1323	100	1323	1	1323	lcl|NZ_AZRM01000011.1_cds_WP_103078284.1_436
lcl|NC_010003.1_cds_WP_012207887.1_32	lcl|NZ_AZRM01000011.1_cds_WP_103078285.1_437	0.0	1857	91.269	1363	100	1362	1	1362	lcl|NZ_AZRM01000011.1_cds_WP_103078285.1_437
lcl|NC_010003.1_cds_WP_012207888.1_33	lcl|NZ_AZRM01000011.1_cds_WP_103078286.1_438	0.0	710	88.325	591	100	591	1	591	lcl|NZ_AZRM01000011.1_cds_WP_103078286.1_438
lcl|NC_010003.1_cds_WP_012207889.1_34	lcl|NZ_AZRM01000011.1_cds_WP_146026619.1_439	0.0	935	89.566	738	99	737	1	737	lcl|NZ_AZRM01000011.1_cds_WP_146026619.1_439
lcl|NC_010003.1_cds_WP_041534166.1_35	lcl|NZ_AZRM01000011.1_cds_WP_103076652.1_440	0.0	1735	91.627	1254	100	1254	1	1254	lcl|NZ_AZRM01000011.1_cds_WP_103076652.1_440
lcl|NC_010003.1_cds_WP_012207891.1_36	lcl|NZ_AZRM01000011.1_cds_WP_103078288.1_441	0.0	1330	91.667	960	99	961	2	961	lcl|NZ_AZRM01000011.1_cds_WP_103078288.1_441
lcl|NC_010003.1_cds_WP_231282472.1_37	lcl|NZ_AZRM01000011.1_cds_WP_103078289.1_442	2.01e-96	346	93.886	229	99	231	27	255	lcl|NZ_AZRM01000011.1_cds_WP_103078289.1_442
lcl|NC_010003.1_cds_WP_012207893.1_38	lcl|NZ_AZRM01000011.1_cds_WP_103078290.1_443	4.29e-124	438	93.000	300	100	300	1	300	lcl|NZ_AZRM01000011.1_cds_WP_103078290.1_443
lcl|NC_010003.1_cds_WP_012207894.1_39	lcl|NZ_AZRM01000011.1_cds_WP_103078291.1_444	0.0	1037	87.941	879	100	879	1	879	lcl|NZ_AZRM01000011.1_cds_WP_103078291.1_444
lcl|NC_010003.1_cds_WP_012207895.1_40	lcl|NZ_AZRM01000011.1_cds_WP_245855474.1_445	0.0	1336	93.005	915	91	1011	1	915	lcl|NZ_AZRM01000011.1_cds_WP_245855474.1_445
lcl|NC_010003.1_cds_WP_012207896.1_41	lcl|NZ_AZRM01000011.1_cds_WP_103078292.1_446	0.0	1142	93.385	771	100	771	1	771	lcl|NZ_AZRM01000011.1_cds_WP_103078292.1_446
lcl|NC_010003.1_cds_WP_012207897.1_42	lcl|NZ_AZRM01000011.1_cds_WP_103078293.1_447	0.0	1026	91.235	753	100	753	1	753	lcl|NZ_AZRM01000011.1_cds_WP_103078293.1_447
lcl|NC_010003.1_cds_WP_012207898.1_43	lcl|NZ_AZRM01000011.1_cds_WP_103078294.1_448	2.26e-158	553	88.717	452	99	452	1	452	lcl|NZ_AZRM01000011.1_cds_WP_103078294.1_448
lcl|NC_010003.1_cds_WP_012207899.1_44	lcl|NZ_AZRM01000011.1_cds_WP_103078296.1_450	0.0	760	91.773	547	100	546	1	546	lcl|NZ_AZRM01000011.1_cds_WP_103078296.1_450
lcl|NC_010003.1_cds_WP_012207900.1_45	lcl|NZ_AZRM01000011.1_cds_WP_103078297.1_451	0.0	953	91.181	703	100	702	79	780	lcl|NZ_AZRM01000011.1_cds_WP_103078297.1_451
lcl|NC_010003.1_cds_WP_012207901.1_46	lcl|NZ_AZRM01000011.1_cds_WP_103078298.1_452	0.0	937	92.508	654	100	654	1	654	lcl|NZ_AZRM01000011.1_cds_WP_103078298.1_452
lcl|NC_010003.1_cds_WP_012207902.1_47	lcl|NZ_AZRM01000011.1_cds_WP_103078299.1_453	0.0	2233	93.110	1524	100	1524	1	1524	lcl|NZ_AZRM01000011.1_cds_WP_103078299.1_453
lcl|NC_010003.1_cds_WP_012207903.1_48	lcl|NZ_AZRM01000011.1_cds_WP_103078300.1_454	0.0	1731	90.860	1291	99	1291	1	1291	lcl|NZ_AZRM01000011.1_cds_WP_103078300.1_454
lcl|NC_010003.1_cds_WP_012207904.1_49	lcl|NZ_AZRM01000011.1_cds_WP_103078301.1_455	0.0	1075	92.227	759	100	759	1	759	lcl|NZ_AZRM01000011.1_cds_WP_103078301.1_455
lcl|NC_010003.1_cds_WP_012207905.1_50	lcl|NZ_AZRM01000011.1_cds_WP_103078302.1_456	0.0	643	88.057	561	100	537	1	561	lcl|NZ_AZRM01000011.1_cds_WP_103078302.1_456
lcl|NC_010003.1_cds_WP_012207906.1_51	lcl|NZ_AZRM01000011.1_cds_WP_103078303.1_457	0.0	1308	91.268	962	100	960	1	960	lcl|NZ_AZRM01000011.1_cds_WP_103078303.1_457
lcl|NC_010003.1_cds_WP_012207907.1_52	lcl|NZ_AZRM01000011.1_cds_WP_103078304.1_458	0.0	1094	92.428	766	99	766	1	766	lcl|NZ_AZRM01000011.1_cds_WP_103078304.1_458
lcl|NC_010003.1_cds_WP_012207908.1_53	lcl|NZ_AZRM01000011.1_cds_WP_103078305.1_459	9.66e-167	580	91.647	419	99	419	1	419	lcl|NZ_AZRM01000011.1_cds_WP_103078305.1_459
lcl|NC_010003.1_cds_WP_012207909.1_54	lcl|NZ_AZRM01000011.1_cds_WP_103078306.1_460	0.0	1170	91.966	834	100	834	1	834	lcl|NZ_AZRM01000011.1_cds_WP_103078306.1_460
lcl|NC_010003.1_cds_WP_155811028.1_55	lcl|NZ_AZRM01000011.1_cds_WP_146026620.1_461	0.0	1155	92.355	811	99	811	1	811	lcl|NZ_AZRM01000011.1_cds_WP_146026620.1_461
lcl|NC_010003.1_cds_WP_012207911.1_56	lcl|NZ_AZRM01000011.1_cds_WP_103078308.1_462	0.0	1768	91.338	1293	100	1293	1	1293	lcl|NZ_AZRM01000011.1_cds_WP_103078308.1_462
lcl|NC_010003.1_cds_WP_012207912.1_57	lcl|NZ_AZRM01000011.1_cds_WP_103078309.1_463	0.0	1035	84.459	1081	79	1333	316	1387	lcl|NZ_AZRM01000011.1_cds_WP_103078309.1_463
lcl|NC_010003.1_cds_WP_012207913.1_58	lcl|NZ_AZRM01000011.1_cds_WP_103078310.1_464	0.0	1280	90.805	957	100	957	1	957	lcl|NZ_AZRM01000011.1_cds_WP_103078310.1_464
lcl|NC_010003.1_cds_WP_012207914.1_59	lcl|NZ_AZRM01000011.1_cds_WP_103078311.1_465	0.0	1624	91.206	1194	100	1194	1	1194	lcl|NZ_AZRM01000011.1_cds_WP_103078311.1_465
lcl|NC_010003.1_cds_WP_012207915.1_60	lcl|NZ_AZRM01000011.1_cds_WP_103078312.1_466	7.50e-91	327	91.561	237	100	237	1	237	lcl|NZ_AZRM01000011.1_cds_WP_103078312.1_466
lcl|NC_010003.1_cds_WP_158245174.1_61	lcl|NZ_AZRM01000011.1_cds_WP_146026621.1_467	0.0	1369	91.244	1005	100	1005	1	1005	lcl|NZ_AZRM01000011.1_cds_WP_146026621.1_467
lcl|NC_010003.1_cds_WP_012207917.1_62	lcl|NZ_AZRM01000011.1_cds_WP_103078314.1_468	0.0	3535	90.370	2700	100	2700	1	2688	lcl|NZ_AZRM01000011.1_cds_WP_103078314.1_468
lcl|NC_010003.1_cds_WP_012207918.1_63	lcl|NZ_AZRM01000011.1_cds_WP_211286423.1_469	0.0	1319	92.849	909	100	909	1	909	lcl|NZ_AZRM01000011.1_cds_WP_211286423.1_469
lcl|NC_010003.1_cds_WP_012207919.1_64	lcl|NZ_AZRM01000011.1_cds_WP_103078315.1_470	0.0	776	89.577	614	100	612	1	612	lcl|NZ_AZRM01000011.1_cds_WP_103078315.1_470
